-154	-128	-37
-142	-114	-53
-126	-100	-78
-124	-84	-85
-116	-73	-85
-117	-73	-76
-131	-101	-38
-151	-166	8
-193	-238	48
-257	-282	57
-288	-282	57
-288	-274	25
-256	-257	-23
-168	-248	-61
-50	-234	-69
66	-206	-69
139	-165	-58
146	-152	-28
146	-152	3
111	-174	27
96	-198	39
96	-198	45
123	-184	58
186	-128	68
253	-68	68
316	-33	66
370	-33	51
412	-40	34
438	-73	30
438	-86	30
436	-86	26
430	-39	19
430	91	-7
445	236	-55
517	316	-113
650	316	-186
817	277	-275
979	166	-371
1095	101	-460
1156	101	-534
1176	132	-582
1176	242	-603
1165	351	-614
1154	401	-632
1139	401	-663
1114	380	-711
1064	311	-782
1000	235	-880
940	164	-998
895	87	-1108
864	8	-1183
816	-41	-1217
729	-41	-1234
599	-38	-1248
443	5	-1272
293	69	-1302
171	118	-1338
99	118	-1355
68	108	-1355
48	45	-1350
8	-16	-1333
-66	-25	-1321
-161	-27	-1312
-254	-19	-1295
-324	-19	-1273
-367	-47	-1245
-396	-120	-1211
-444	-164	-1162
-535	-164	-1103
-655	-147	-1040
-772	-83	-973
-870	-53	-894
-961	-53	-810
-1051	-76	-729
-1131	-129	-649
-1202	-167	-561
-1255	-180	-456
-1296	-180	-328
-1327	-154	-182
-1362	-84	-40
-1399	14	69
-1413	67	142
-1413	67	195
-1400	24	249
-1372	-96	315
-1351	-213	397
-1334	-280	494
-1324	-280	603
-1324	-262	708
-1324	-169	795
-1336	-41	864
-1356	64	886
-1359	136	886
-1359	178	840
-1320	178	724
-1173	169	578
-954	110	441
-700	36	330
-479	8	252
-292	8	202
-149	44	160
-30	125	104
66	183	32
181	191	-55
288	194	-139
402	190	-208
493	190	-248
567	217	-262
622	271	-272
658	312	-298
678	321	-345
686	321	-411
700	289	-488
722	221	-564
736	136	-629
736	85	-680
729	78	-707
700	78	-712
662	116	-720
614	173	-724
560	208	-728
506	208	-744
455	201	-766
404	135	-788
347	39	-793
272	-50	-793
160	-80	-772
5	-80	-724
-170	-27	-676
-332	69	-647
-454	127	-643
-521	127	-643
-553	106	-650
-560	28	-650
-587	-58	-643
-639	-103	-610
-729	-103	-555
-840	-93	-495
-959	-50	-442
-1060	-14	-403
-1131	-9	-370
-1164	-9	-348
-1179	-31	-333
-1182	-62	-328
-1191	-103	-315
-1213	-157	-296
-1261	-226	-262
-1328	-289	-209
-1381	-298	-128
-1390	-298	-25
-1390	-258	88
-1338	-241	190
-1274	-241	264
-1253	-301	317
-1253	-436	371
-1300	-524	448
-1379	-524	560
-1431	-520	693
-1431	-412	818
-1410	-283	904
-1313	-239	934
-1162	-239	938
-1010	-314	949
-898	-468	974
-842	-541	1050
-820	-541	1176
-793	-503	1299
-728	-407	1386
-627	-371	1411
-499	-371	1411
-376	-407	1377
-273	-471	1302
-210	-501	1240
-143	-501	1206
-68	-490	1204
23	-450	1204
93	-401	1215
143	-328	1215
173	-234	1205
187	-136	1149
206	-93	1045
249	-93	919
321	-101	798
393	-124	699
450	-124	629
477	-116	585
479	-75	555
479	-51	525
468	-51	490
447	-64	450
430	-108	410
405	-145	382
378	-145	368
333	-138	362
275	-94	350
212	-33	326
155	-8	289
118	-8	243
99	-24	197
90	-72	159
87	-110	130
87	-131	105
