-70	-193	-41
-89	-231	-14
-89	-231	0
-74	-226	0
-33	-195	-14
9	-168	-36
39	-168	-59
52	-161	-72
52	-157	-75
37	-155	-77
0	-134	-80
-31	-104	-81
-37	-86	-89
-37	-79	-98
-29	-72	-98
-27	-62	-97
-27	-47	-82
-37	-47	-59
-52	-44	-44
-71	-45	-44
-75	-57	-43
-75	-63	-49
-67	-58	-50
-40	-50	-50
-10	-42	-36
32	-44	12
31	-53	15
25	-58	17
25	-75	24
30	-107	46
45	-120	88
62	-120	149
70	-110	227
70	-81	312
65	-61	389
51	-61	446
35	-66	485
29	-91	511
29	-135	529
34	-186	547
41	-225	579
41	-225	640
34	-218	727
15	-151	816
-10	-84	880
-25	-58	896
-30	-58	896
-30	-84	875
-25	-114	836
-20	-115	814
-16	-115	810
-16	-110	810
-17	-93	810
-28	-87	806
-56	-82	778
-94	-84	718
-130	-84	636
-144	-95	547
-144	-108	464
-133	-108	399
-103	-106	350
-90	-90	312
-90	-78	272
-105	-78	226
-138	-81	174
-166	-90	124
-173	-101	81
-173	-106	49
-164	-110	30
-158	-115	13
-158	-139	-4
-172	-187	-17
-230	-248	-17
-313	-294	-17
-382	-312	-9
-439	-312	-9
-491	-295	0
-579	-267	5
-688	-221	21
-802	-181	45
-892	-159	60
-950	-159	61
-964	-169	67
-964	-169	69
-949	-162	88
-910	-102	125
-870	-1	148
-819	85	148
-762	128	139
-677	128	117
-585	119	100
-505	110	98
-464	95	98
-445	80	99
-423	78	98
-388	74	99
-343	71	104
-286	71	115
-221	89	117
-152	108	117
-80	108	97
-2	106	42
80	78	-28
159	66	-91
227	66	-133
278	93	-155
319	160	-178
364	205	-225
424	205	-304
496	195	-406
548	162	-506
565	162	-585
565	162	-643
546	208	-685
509	260	-728
466	269	-784
418	269	-858
359	242	-942
282	198	-1019
204	182	-1071
118	182	-1079
21	210	-1079
-78	249	-1054
-165	270	-1002
-212	270	-968
-248	241	-954
-283	185	-954
-340	136	-967
-422	126	-979
-518	126	-979
-611	144	-978
-689	163	-954
-737	174	-911
-782	185	-865
-826	196	-818
-883	206	-769
-934	219	-707
-963	234	-632
-973	244	-547
-979	244	-459
-986	244	-378
-1002	243	-303
-1014	243	-222
-1014	252	-127
-997	252	-16
-946	251	102
-882	230	213
-829	183	307
-789	123	391
-756	70	480
-708	37	582
-652	23	686
-584	11	780
-518	-11	861
-453	-32	925
-402	-59	969
-355	-93	1003
-306	-136	1035
-248	-165	1063
-177	-174	1077
-88	-176	1077
13	-174	1074
114	-170	1055
198	-155	1026
252	-117	991
272	-96	952
272	-82	913
269	-70	866
254	-66	811
243	-58	749
238	-35	688
235	-16	628
227	-3	568
210	3	504
185	5	437
161	3	369
142	3	311
131	5	266
120	5	230
105	3	199
78	-4	169
39	-7	147
-9	-7	133
-44	2	123
-48	21	110
-48	39	95
-26	47	79
1	54	78
16	64	72
21	100	66
