0	-50	0
0	-62	0
0	-62	0
0	-55	0
0	-59	0
0	-72	0
0	-79	0
-50	-80	0
-58	-82	0
-58	-83	0
0	-89	0
0	-91	0
0	-91	0
0	-77	0
0	0	-53
-56	-69	-90
-88	-114	-128
-120	-147	-161
-143	-153	-184
-162	-153	-203
-194	-120	-220
-251	-67	-239
-328	0	-264
-405	71	-299
-467	135	-346
-515	187	-413
-557	195	-498
-603	195	-597
-659	168	-693
-724	133	-779
-795	133	-853
-864	133	-915
-923	176	-965
-976	237	-1009
-1024	294	-1055
-1083	328	-1103
-1146	340	-1151
-1192	342	-1187
-1197	356	-1212
-1197	388	-1226
-1154	407	-1231
-1088	407	-1231
-993	390	-1224
-885	332	-1198
-766	257	-1144
-650	204	-1061
-547	184	-948
-442	184	-819
-357	206	-696
-289	206	-607
-244	203	-555
-220	166	-517
-159	120	-459
-103	120	-379
0	126	-275
0	183	-167
0	256	-61
67	266	0
78	266	60
78	197	75
69	58	80
0	-55	83
0	-109	95
0	-117	131
-56	-117	185
-103	-108	250
-154	-92	310
-198	-92	365
-229	-94	416
-245	-121	472
-255	-146	547
-278	-146	655
-333	-130	802
-415	-68	976
-504	0	1151
-569	78	1288
-603	78	1352
-603	71	1353
-602	0	1353
-596	-156	1326
-596	-241	1305
-608	-261	1292
-643	-261	1282
-687	-231	1265
-728	-184	1239
-758	-121	1213
-797	0	1190
-823	0	1155
-823	77	1100
-823	97	1017
-753	97	920
-633	64	805
-497	0	687
-392	-63	571
-333	-63	465
-313	-59	374
-303	0	305
-280	58	260
-242	104	230
-195	111	206
-159	111	175
-146	75	138
-146	0	94
-153	0	63
-155	0	0
-155	0	0
-146	0	0
-131	0	0
-116	60	0
-101	65	0
-87	65	0
-79	0	0
-71	0	-59
-62	0	-85
-51	0	-109
0	0	-121
0	0	-121
-59	0	-119
-70	0	-107
-70	0	-91
-63	91	-76
0	105	-65
0	105	-59
0	86	-55
0	0	-50
0	52	0
0	52	0
