-17	-41	89
5	-39	85
11	-45	84
11	-45	81
-9	-53	81
-25	-60	82
-36	-73	91
-41	-85	92
-39	-117	92
-39	-117	82
-29	-114	68
-18	-109	55
-5	-71	49
1	-53	37
-48	-12	15
-54	-9	15
-57	-9	14
-59	-17	14
-67	-33	15
-84	-50	17
-109	-61	23
-137	-72	30
-164	-82	36
-187	-97	38
-205	-110	40
-219	-123	42
-232	-143	43
-251	-168	44
-275	-192	46
-302	-209	51
-330	-226	60
-357	-243	73
-384	-257	92
-408	-257	112
-435	-252	128
-464	-245	136
-487	-245	138
-498	-251	141
-502	-277	147
-506	-305	158
-519	-320	176
-541	-320	201
-572	-319	226
-606	-314	243
-639	-308	250
-651	-298	251
-651	-284	252
-644	-268	253
-620	-268	253
-600	-268	252
-585	-275	248
-585	-277	248
-585	-277	252
-601	-261	264
-634	-236	284
-672	-218	301
-691	-205	312
-691	-197	320
-686	-193	320
-668	-193	318
-663	-209	313
-663	-236	301
-673	-262	293
-694	-262	290
-720	-259	290
-733	-229	290
-733	-199	290
-729	-193	287
-714	-193	274
-697	-215	262
-691	-238	259
-691	-242	259
-699	-242	267
-710	-219	283
-710	-176	300
-707	-144	307
-682	-140	307
-649	-140	295
-618	-160	270
-594	-174	251
-578	-177	242
-565	-177	241
-550	-169	234
-523	-146	224
-476	-112	212
-415	-88	198
-360	-88	176
-322	-94	145
-303	-111	115
-293	-115	102
-293	-115	102
-293	-97	103
-291	-77	116
-289	-66	124
-274	-66	127
-247	-75	127
-221	-84	121
-201	-88	114
-190	-91	109
-178	-87	106
-166	-77	103
-148	-63	102
-129	-44	97
-107	-30	94
-90	-19	91
-76	-15	87
-64	-15	83
-53	-16	77
-46	-22	73
-43	-22	70
-43	-23	67
-40	-24	65
-34	-22	65
-22	-20	61
-5	-14	55
8	-3	47
17	9	42
19	18	42
