200	-294	72
164	-109	72
137	-70	6
101	-70	-29
79	-124	-44
64	-208	-44
54	-221	-10
51	-221	1
50	-180	10
50	-152	25
53	-152	41
55	-168	52
52	-221	76
54	-258	79
43	-261	79
35	-261	58
17	-187	4
0	-83	-42
-7	-8	-76
-7	-6	-109
8	-6	-133
33	-56	-147
59	-142	-147
85	-205	-147
108	-251	-142
113	-251	-128
113	-251	-105
99	-207	-83
67	-133	-69
33	-83	-68
15	-72	-68
13	-72	-84
13	-99	-115
22	-111	-144
27	-146	-152
27	-170	-152
24	-170	-133
19	-161	-108
16	-100	-88
16	-51	-78
17	-33	-78
16	-33	-86
8	-53	-103
-6	-76	-130
-24	-127	-147
-36	-169	-162
-44	-187	-170
-53	-187	-170
-65	-150	-170
-84	-84	-160
-102	-59	-145
-113	-59	-134
-114	-64	-133
-114	-97	-129
-112	-109	-124
-112	-112	-123
-113	-121	-113
-121	-129	-93
-130	-118	-62
-141	-111	-26
-157	-95	7
-178	-69	28
-196	-69	33
-207	-73	33
-207	-112	21
-203	-170	-4
-203	-220	-40
-207	-260	-68
-216	-299	-74
-241	-315	-74
-263	-315	-52
-281	-293	-12
-297	-237	37
-314	-183	93
-334	-130	139
-365	-82	174
-406	-39	198
-449	-8	220
-490	39	235
-510	65	265
-527	65	305
-553	59	375
-595	59	450
-642	60	528
-708	120	604
-793	256	664
-894	412	708
-971	558	733
-1018	625	742
-1046	625	742
-1059	616	723
-1059	548	671
-1045	488	609
-1020	434	578
-1001	429	578
-1001	429	585
-1013	475	610
-1039	555	620
-1046	621	620
-1046	630	598
-1014	630	559
-943	582	517
-868	497	487
-792	437	476
-723	437	475
-645	456	476
-589	533	497
-532	629	497
-494	650	487
-452	650	448
-452	590	344
-418	457	251
-441	333	176
-415	257	106
-385	219	59
-300	173	35
-245	135	56
-208	135	56
-185	99	80
-132	96	89
-82	90	94
-47	90	94
-47	90	69
-47	89	38
-47	31	1
0	-56	-50
33	-56	-56
42	-53	-56
43	-53	-40
43	-55	-29
39	-76	-29
34	-87	-36
27	-87	-70
7	-76	-107
-28	-30	-138
