-31	-44	40
-29	-77	15
-27	-113	-5
-27	-142	-7
-27	-142	-7
-44	-128	5
-73	-131	19
-91	-133	21
-98	-135	21
-98	-155	16
-91	-158	13
-80	-158	13
-73	-145	16
-69	-120	26
-67	-98	30
-62	-85	30
-49	-85	25
-21	-94	15
16	-106	10
51	-119	9
78	-121	9
93	-131	9
107	-157	14
130	-202	28
167	-241	49
212	-262	69
256	-271	85
296	-271	94
340	-266	94
384	-263	93
434	-259	75
481	-256	46
530	-242	13
571	-224	-22
606	-199	-57
637	-165	-98
666	-123	-148
677	-94	-216
677	-93	-301
672	-92	-395
651	-97	-487
628	-97	-575
597	-88	-656
555	-59	-732
491	-17	-802
419	28	-870
349	67	-937
271	91	-1002
189	115	-1074
90	126	-1153
-14	126	-1240
-137	123	-1316
-265	118	-1374
-379	118	-1390
-462	135	-1390
-511	180	-1374
-548	192	-1334
-591	192	-1297
-657	156	-1262
-729	82	-1223
-804	13	-1164
-870	-22	-1072
-927	-22	-935
-968	-16	-754
-997	29	-545
-1022	89	-332
-1051	137	-140
-1066	145	18
-1066	145	139
-1053	120	228
-1000	70	301
-935	24	379
-870	-7	482
-820	-7	610
-775	-4	747
-723	1	869
-658	1	959
-580	-12	1026
-512	-36	1097
-461	-36	1185
-431	-24	1283
-411	20	1358
-385	27	1384
-343	27	1384
-280	-31	1361
-207	-113	1315
-139	-134	1280
-91	-134	1264
-63	-99	1249
-46	-47	1218
-34	-36	1158
-14	-36	1070
11	-38	957
51	-42	824
92	-42	679
126	-21	532
142	11	393
152	50	251
163	71	103
177	71	-53
178	71	-205
178	52	-348
166	35	-486
139	19	-621
104	13	-758
60	13	-887
14	11	-1002
-29	14	-1087
-72	17	-1142
-118	33	-1173
-167	49	-1192
-217	61	-1205
-263	61	-1205
-310	46	-1204
-360	44	-1189
-417	44	-1164
-477	65	-1138
-538	109	-1114
-604	152	-1092
-673	183	-1071
-735	193	-1044
-777	193	-1004
-797	187	-947
-813	183	-876
-826	183	-790
-851	200	-699
-873	229	-599
-889	251	-497
-889	251	-389
-890	251	-278
-890	242	-157
-888	242	-11
-884	248	155
-867	261	329
-826	261	494
-756	248	641
-684	205	766
-614	146	872
-553	95	980
-502	70	1105
-455	67	1243
-408	56	1367
-355	56	1440
-291	31	1453
-206	-30	1453
-96	-92	1422
32	-92	1384
177	-85	1358
310	-13	1345
404	75	1331
433	116	1303
433	116	1243
429	102	1153
423	59	1043
415	20	951
407	16	903
391	16	889
338	52	878
271	105	832
211	138	751
172	138	643
139	131	530
111	87	419
85	31	322
58	17	261
38	17	232
30	37	217
30	55	194
29	55	158
29	32	116
31	8	76
32	5	46
43	38	36
67	85	42
116	126	58
199	150	70
308	150	75
385	124	81
402	54	96
