147	-226	78
86	-226	71
30	-292	71
-12	-382	80
-42	-413	87
-61	-413	87
-90	-388	79
-124	-332	58
-132	-292	34
-132	-257	15
-107	-240	-6
-84	-214	-26
-84	-181	-48
-62	-181	-74
-55	-244	-100
-54	-403	-100
-36	-620	-97
-23	-682	-57
-11	-682	5
-9	-582	35
7	-378	35
7	-204	32
3	-104	18
-24	-68	18
-55	-68	19
-69	-82	35
-69	-192	52
-10	-368	74
96	-515	82
224	-571	90
331	-589	94
434	-602	90
553	-614	82
677	-614	66
793	-608	36
889	-534	4
952	-413	-13
971	-299	-13
971	-197	-22
959	-126	-25
951	-101	-52
946	-101	-129
934	-109	-249
934	-117	-386
915	-117	-531
880	-94	-687
843	-59	-849
810	-16	-1009
772	18	-1145
722	18	-1233
649	22	-1275
553	21	-1286
432	21	-1297
279	57	-1321
96	129	-1368
-112	218	-1433
-321	277	-1507
-502	281	-1579
-627	281	-1627
-708	245	-1636
-785	228	-1636
-891	228	-1618
-1019	279	-1587
-1142	370	-1560
-1251	430	-1542
-1357	455	-1528
-1467	461	-1512
-1574	487	-1479
-1668	528	-1421
-1729	595	-1344
-1757	657	-1251
-1757	657	-1143
-1738	639	-1001
-1674	557	-835
-1574	476	-659
-1469	476	-495
-1378	475	-356
-1306	468	-241
-1215	462	-130
-1196	362	6
-1143	171	164
-1077	25	350
-974	-4	527
-767	-4	727
-555	64	937
-455	95	1150
-404	95	1330
-333	61	1454
-239	-20	1549
-173	-72	1627
-117	-86	1701
-62	-86	1762
16	-78	1775
86	-78	1775
142	-111	1727
178	-216	1624
187	-328	1500
187	-354	1361
185	-354	1202
185	-285	1022
185	-169	831
214	-64	635
255	14	429
304	43	203
336	43	-45
357	0	-299
359	-89	-532
355	-184	-740
344	-260	-923
317	-307	-1092
269	-320	-1244
215	-320	-1379
157	-295	-1491
86	-255	-1576
3	-217	-1643
-101	-188	-1692
-212	-154	-1713
-325	-105	-1713
-435	-21	-1700
-544	87	-1662
-641	193	-1615
-713	272	-1569
-761	325	-1526
-801	366	-1492
-854	395	-1460
-942	395	-1419
-1065	376	-1343
-1173	348	-1233
-1245	337	-1087
-1302	337	-922
-1348	383	-728
-1348	457	-514
-1334	526	-293
-1253	577	-93
-1158	577	74
-1092	565	223
-1050	506	382
-1007	435	565
-951	371	776
-851	358	996
-729	358	1217
-627	365	1411
-561	386	1575
-516	386	1693
-458	357	1766
-375	273	1804
-268	178	1828
-170	145	1854
-90	145	1868
-41	192	1868
8	301	1845
54	386	1778
104	407	1692
145	407	1607
181	405	1514
215	405	1394
245	418	1249
285	474	1094
333	515	949
397	528	817
455	528	696
512	509	585
556	491	486
590	490	409
619	490	354
643	525	315
652	600	315
