-15	-117	-40
-10	-138	-76
-3	-124	-88
-6	-141	-88
-76	-197	-61
-147	-197	-14
-193	-176	27
-193	-176	43
-165	-101	51
-101	-42	56
-38	-17	57
8	-17	57
27	-30	46
33	-45	25
35	-45	-2
31	-44	-23
15	-10	-44
-7	-4	-48
-38	2	-51
-66	22	-56
-86	34	-56
-99	34	-55
-117	25	-50
-143	17	-48
-171	17	-48
-196	32	-54
-230	74	-67
-274	115	-80
-324	159	-95
-371	191	-113
-403	207	-141
-411	207	-183
-414	206	-238
-412	182	-296
-411	134	-349
-411	55	-379
-433	-21	-384
-494	-66	-384
-620	-66	-374
-800	-61	-374
-998	-1	-375
-1177	87	-398
-1320	131	-440
-1415	131	-483
-1458	55	-483
-1473	-117	-475
-1493	-212	-429
-1552	-212	-369
-1667	-171	-333
-1809	-22	-321
-1931	114	-321
-2007	226	-337
-2016	279	-392
-2016	279	-478
-1961	269	-574
-1849	197	-665
-1728	96	-726
-1601	-4	-727
-1538	-42	-727
-1538	-42	-686
-1554	46	-627
-1665	225	-601
-1773	380	-599
-1800	392	-599
-1800	392	-620
-1723	272	-649
-1579	126	-650
-1447	-31	-650
-1313	-126	-607
-1188	-183	-533
-1070	-186	-464
-997	-175	-393
-964	-129	-310
-935	-52	-208
-903	73	-128
-821	221	-78
-702	310	-65
-545	310	-65
-389	305	-70
-248	212	-80
-131	115	-80
-42	49	-73
77	22	21
79	45	83
79	104	134
47	170	156
10	192	156
10	192	148
16	167	124
63	110	113
130	62	113
187	34	126
225	32	162
242	32	209
252	46	262
