-102	-158	68
-102	-261	44
-88	-291	21
-65	-291	9
-55	-290	8
-47	-261	5
-27	-236	8
21	-205	8
75	-165	7
102	-112	3
102	-49	3
90	-15	-4
50	-15	-15
-28	-63	-26
-41	-99	-26
-47	-99	-19
-58	-96	-5
-78	-47	2
-81	7	2
-81	7	1
-49	-9	-9
8	-90	-17
38	-202	-17
38	-235	-11
24	-235	0
-24	-185	7
-70	-89	7
-103	-20	4
-121	-17	-1
-129	-17	-1
-133	-64	-1
-141	-141	1
-158	-225	11
-174	-320	27
-191	-441	54
-221	-585	81
-289	-740	106
-397	-898	142
-550	-959	213
-717	-959	322
-871	-875	449
-940	-659	591
-940	-441	761
-945	-285	963
-946	-184	1172
-962	-107	1341
-1068	-42	1443
-1240	25	1494
-1365	101	1530
-1393	178	1584
-1393	260	1644
-1342	357	1691
-1273	490	1691
-1224	602	1680
-1185	602	1603
-1137	598	1474
-1066	452	1331
-988	235	1189
-920	88	1030
-857	51	851
-784	51	659
-681	81	480
-552	100	336
-404	100	220
-268	91	113
-170	54	-4
-101	16	-134
-36	-21	-267
38	-45	-399
118	-63	-530
168	-74	-657
177	-74	-776
177	-46	-885
167	8	-977
167	79	-1056
168	128	-1122
187	139	-1191
199	139	-1268
199	114	-1355
185	100	-1448
154	100	-1536
130	118	-1607
126	165	-1655
126	201	-1685
125	222	-1703
125	238	-1711
102	253	-1711
55	269	-1707
-2	276	-1689
-43	279	-1654
-74	279	-1611
-93	272	-1562
-110	272	-1506
-139	272	-1433
-148	287	-1340
-148	302	-1224
-148	310	-1092
-152	310	-957
-153	292	-837
-163	263	-741
-188	218	-656
-214	173	-569
-228	131	-463
-228	96	-342
-216	57	-209
-200	54	-75
-188	54	45
-184	70	150
-167	82	241
-128	82	324
-52	46	396
47	-29	450
152	-104	490
238	-169	520
291	-201	550
325	-209	581
374	-220	612
464	-228	648
599	-250	699
760	-266	758
927	-272	805
1073	-285	832
1176	-293	840
1239	-311	847
1279	-352	850
1301	-366	861
1301	-366	872
1286	-342	872
1232	-279	871
1160	-257	841
1090	-257	779
1017	-311	695
938	-445	603
856	-574	523
778	-631	466
706	-631	437
640	-608	427
572	-529	422
484	-441	417
366	-347	405
225	-259	373
72	-204	313
-71	-204	223
-192	-229	111
-292	-310	1
-387	-409	-84
-492	-438	-143
-610	-438	-181
-738	-397	-194
-872	-301	-194
-1018	-196	-184
-1180	-109	-161
-1373	-27	-139
-1586	74	-133
-1791	197	-130
-1953	317	-125
-2074	407	-130
-2171	506	-137
-2252	618	-154
-2252	696	-180
-2240	706	-194
-2135	706	-194
-1953	648	-191
-1951	616	-178
-1841	616	-170
-1848	645	-159
-1921	712	-142
-1932	773	-126
-1870	773	-93
-1836	755	-54
-1695	681	-10
-1549	628	-4
-1455	627	29
-1440	627	48
-1397	701	59
-1311	728	60
-1208	728	64
-985	675	64
-771	559	56
-624	466	33
-495	432	26
-364	422	26
-237	404	45
-129	359	87
-41	292	123
13	218	142
52	173	149
72	152	159
92	151	164
108	142	161
128	130	150
148	105	121
187	65	91
200	0	76
200	-58	66
185	-68	53
120	-68	41
83	-28	41
83	25	46
84	58	67
133	70	98
201	82	127
252	116	140
279	172	140
285	258	123
