-3	-164	-53
7	-158	-53
7	-153	-47
-3	-141	-15
-30	-141	25
-79	-165	42
-113	-179	42
-141	-182	37
-152	-182	13
-152	-154	-2
-149	-108	-4
-130	-69	-4
-95	-69	7
-52	-69	20
-35	-86	27
-35	-91	27
-50	-91	20
-100	-73	1
-130	-66	-15
-143	-66	-23
-148	-70	-23
-157	-85	-17
-172	-87	-8
-198	-91	6
-208	-97	18
-208	-100	25
-188	-135	25
-139	-185	22
-76	-235	18
-25	-257	18
6	-257	15
18	-252	14
28	-231	13
60	-193	4
129	-154	-14
227	-120	-46
332	-116	-88
415	-116	-131
470	-134	-178
498	-164	-233
522	-168	-293
541	-168	-356
541	-142	-419
540	-95	-483
509	-48	-549
454	-33	-616
398	-33	-687
352	-41	-761
314	-66	-840
284	-85	-912
251	-92	-965
210	-92	-999
154	-70	-1027
78	-17	-1056
-7	46	-1085
-99	89	-1111
-186	108	-1136
-268	113	-1160
-343	128	-1179
-415	150	-1188
-477	176	-1188
-535	179	-1178
-601	184	-1146
-677	182	-1104
-769	182	-1064
-868	184	-1030
-979	213	-989
-1098	247	-934
-1221	272	-855
-1332	272	-759
-1429	253	-664
-1514	234	-591
-1595	231	-549
-1666	227	-515
-1725	246	-459
-1768	277	-368
-1768	325	-260
-1762	373	-146
-1697	396	-29
-1592	402	92
-1495	413	206
-1423	424	305
-1346	416	392
-1235	405	484
-1050	357	601
-826	255	749
-614	160	913
-482	106	1060
-420	74	1160
-386	62	1215
-327	24	1247
-238	-50	1276
-143	-174	1305
-78	-279	1326
-52	-348	1332
-49	-376	1332
-42	-392	1312
-15	-411	1269
13	-434	1198
40	-440	1102
40	-440	984
49	-425	845
49	-391	690
65	-377	530
102	-370	373
142	-363	222
164	-356	75
174	-329	-67
174	-279	-205
172	-213	-341
172	-149	-482
172	-90	-637
179	-48	-799
198	-18	-954
223	-2	-1082
234	9	-1181
234	32	-1261
216	89	-1328
165	173	-1375
97	261	-1396
20	331	-1403
-58	366	-1406
-138	370	-1415
-222	370	-1442
-320	355	-1491
-420	334	-1540
-513	293	-1544
-591	218	-1544
-662	111	-1484
-747	26	-1380
-860	4	-1291
-999	4	-1234
-1150	38	-1200
-1293	101	-1168
-1405	156	-1128
-1448	205	-1062
-1448	238	-948
-1422	285	-785
-1357	350	-594
-1319	434	-414
-1316	507	-269
-1309	552	-160
-1309	565	-64
-1304	565	39
-1242	544	165
-1117	501	315
-976	445	490
-868	402	668
-772	378	827
-704	351	965
-650	273	1086
-608	169	1175
-532	67	1230
-414	-29	1256
-302	-127	1295
-204	-212	1353
-132	-246	1421
-107	-246	1481
-87	-237	1520
-70	-220	1537
-45	-210	1552
11	-210	1565
80	-228	1577
173	-247	1577
273	-288	1559
388	-318	1517
479	-343	1454
563	-343	1383
654	-325	1313
764	-286	1242
891	-268	1171
1015	-268	1101
1114	-315	1048
1159	-369	976
1186	-404	893
1207	-404	799
1196	-378	724
1172	-317	655
1138	-241	588
1058	-163	530
958	-99	481
849	-38	428
739	27	374
644	88	327
566	135	285
498	135	248
436	134	214
365	85	184
287	15	161
201	-41	144
117	-62	134
38	-62	121
-20	-69	100
-49	-65	80
-56	-58	64
-56	-53	52
-50	-49	39
-41	-22	26
-2	51	4
5	67	3
11	78	3
28	84	6
57	84	10
102	67	19
156	20	40
188	0	74
198	0	112
198	8	142
181	62	142
164	119	139
