-7	-52	-66
-7	-11	-77
-40	59	-76
-49	97	-66
-90	97	-43
-101	65	-31
-101	-87	-12
-91	-230	-12
-40	-301	-26
-23	-303	-38
-23	-303	-56
-38	-226	-70
-70	-139	-72
-107	-42	-72
-141	42	-66
-178	101	-53
-185	101	-37
-185	61	-19
-160	-26	-18
-96	-123	-18
-27	-175	-22
28	-175	-25
46	-170	-25
46	-116	-18
39	-42	2
15	-9	64
13	-24	79
13	-59	79
17	-86	84
25	-103	84
29	-104	91
32	-108	107
40	-106	128
56	-97	143
79	-87	154
87	-77	155
87	-61	155
76	-41	152
46	-21	142
17	-6	127
-4	-6	111
-15	-29	105
-15	-66	102
-13	-100	97
4	-100	93
31	-97	82
54	-51	63
55	-24	46
55	-11	31
11	-33	-49
-11	-51	-59
-38	-66	-61
-66	-66	-67
-88	-27	-77
-101	53	-109
-101	114	-157
-101	141	-196
-100	153	-232
-100	157	-262
-109	164	-302
-122	195	-363
-142	195	-441
-169	194	-519
-203	176	-587
-226	136	-658
-235	122	-739
-247	122	-813
-268	136	-879
-292	198	-941
-306	292	-1005
-315	357	-1080
-333	357	-1153
-361	344	-1219
-397	317	-1264
-450	317	-1279
-504	362	-1289
-555	507	-1289
-585	624	-1290
-590	670	-1303
-580	670	-1368
-579	628	-1470
-570	544	-1581
-570	449	-1639
-593	412	-1639
-629	412	-1635
-667	487	-1595
-669	647	-1553
-669	716	-1512
-637	716	-1472
-573	655	-1431
-512	474	-1396
-477	343	-1370
-457	310	-1337
-452	310	-1295
-445	342	-1223
-441	367	-1126
-421	367	-999
-389	348	-866
-341	310	-740
-265	277	-635
-168	248	-552
-71	214	-482
-3	146	-411
27	89	-334
30	82	-259
30	82	-192
30	133	-127
30	170	-62
36	170	-1
49	148	36
61	77	52
69	2	53
87	-79	59
102	-139	74
115	-149	103
115	-149	131
108	-94	140
94	-18	141
73	22	139
55	32	138
46	41	131
41	44	114
37	48	88
35	60	76
35	74	76
35	80	93
32	87	139
28	93	183
21	89	193
14	90	193
4	99	158
-6	92	106
-19	40	77
-30	-12	70
-41	-46	59
-50	-46	59
-58	9	43
-65	99	9
-74	170	-26
-90	214	-64
-116	256	-82
-170	292	-85
