30	-45	-14
30	-49	-14
30	-49	-14
30	5	-77
30	5	-101
30	5	-116
30	5	-123
30	5	-129
30	5	-143
30	5	-177
30	5	-233
30	5	-295
30	5	-345
30	5	-373
30	5	-387
30	136	-397
30	202	-423
30	217	-478
30	217	-560
30	184	-654
30	145	-750
30	133	-832
30	133	-888
30	149	-912
30	181	-917
30	195	-919
30	195	-922
30	177	-932
30	130	-945
30	85	-945
82	5	-943
82	5	-917
30	5	-865
30	5	-794
30	5	-706
30	5	-603
-44	68	-498
-59	99	-409
-66	99	-353
-66	96	-332
-64	5	-328
-52	5	-322
-31	-59	-312
30	-71	-280
30	-71	-224
30	-48	-154
-31	5	-80
-57	5	-14
-85	5	-14
-108	5	59
-121	-46	81
-126	-77	105
-131	-91	142
-146	-91	192
-177	-90	252
-219	-86	316
-264	-77	376
-304	-77	428
-343	-79	469
-385	-97	501
-434	-129	521
-485	-170	533
-531	-209	542
-566	-239	555
-605	-239	583
-659	-239	629
-730	-211	690
-808	-162	749
-866	-119	792
-885	-99	801
-885	-99	801
-875	-113	776
-860	-160	732
-860	-197	699
-857	-197	692
-857	-187	692
-855	-112	717
-848	5	752
-835	125	766
-820	195	766
-797	195	735
-764	185	653
-706	98	545
-617	5	443
-512	5	386
-431	5	386
-404	5	386
-404	102	416
-420	164	421
-420	171	421
-417	171	380
-371	134	301
-296	90	220
-235	70	154
-195	70	127
-180	70	127
-180	91	133
-179	130	152
-180	159	152
-180	159	149
-168	158	112
-135	120	52
-90	69	-14
-51	5	-14
30	59	-14
30	59	-14
